jegyzes_nap,piac,termek,tipus,szallitas_kezdete,szallitas_vege,ar
2026-09-11,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,202.75
2026-09-11,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,156.5
2026-09-11,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,127.25
2026-09-11,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,117.25
2026-09-11,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,103.0
2026-09-14,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,207.0
2026-09-14,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,213.25
2026-09-14,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,220.5
2026-09-14,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,213.5
2026-09-14,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,210.5
2026-09-14,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,159.5
2026-09-14,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,128.7
2026-09-14,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,119.0
2026-09-14,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,104.5
2026-09-15,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,200.3
2026-09-15,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,206.6
2026-09-15,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,212.8
2026-09-15,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,207.0
2026-09-15,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,203.5
2026-09-15,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,152.0
2026-09-15,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,122.1
2026-09-15,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,115.5
2026-09-15,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,103.5
2026-09-17,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,202.5
2026-09-17,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,205.5
2026-09-17,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,216.75
2026-09-17,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,206.5
2026-09-17,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,200.5
2026-09-17,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,151.75
2026-09-17,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,123.0
2026-09-17,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,115.25
2026-09-17,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,105.0
2026-09-18,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,207.0
2026-09-18,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,208.5
2026-09-18,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,217.5
2026-09-18,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,205.0
2026-09-18,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,201.5
2026-09-18,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,154.0
2026-09-18,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,126.0
2026-09-18,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,117.0
2026-09-18,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,104.0
2026-09-21,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,202.0
2026-09-21,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,203.0
2026-09-21,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,209.5
2026-09-21,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,197.5
2026-09-21,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,198.0
2026-09-21,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,152.0
2026-09-21,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,123.9
2026-09-21,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,117.8
2026-09-21,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,106.5
2026-09-22,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,196.65
2026-09-22,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,197.0
2026-09-22,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,202.5
2026-09-22,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,191.0
2026-09-22,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,189.3
2026-09-22,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,149.0
2026-09-22,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,121.9
2026-09-22,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,117.0
2026-09-22,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,104.8
2026-09-23,Villamos,2026. október,Zsinór,2026-10-01,2026-10-31,203.0
2026-09-23,Villamos,2026. IV. negyedév,Zsinór,2026-10-01,2026-12-31,202.5
2026-09-23,Villamos,2026. november,Zsinór,2026-11-01,2026-11-30,208.0
2026-09-23,Villamos,2026. december,Zsinór,2026-12-01,2026-12-31,197.8
2026-09-23,Villamos,2027. I. negyedév,Zsinór,2027-01-01,2027-03-31,193.25
2026-09-23,Villamos,2027. év,Zsinór,2027-01-01,2027-12-31,151.0
2026-09-23,Villamos,2027. II. negyedév,Zsinór,2027-04-01,2027-06-30,122.5
2026-09-23,Villamos,2028. év,Zsinór,2028-01-01,2028-12-31,118.15
2026-09-23,Villamos,2029. év,Zsinór,2029-01-01,2029-12-31,104.5
